,start_time,end_time,speaker_label,text
0,0.00015,0.0845,spk_0,"Hello, these a re sexist microphones. They uh they a re made for womens shirts."
1,0.132333333,0.155483333,spk_1,"No, mines the opposite."
2,0.164166667,1.29565,spk_0,"Um Okay. So um lets start. Um Thanks for coming again to this meeting. I hope it wont be too long and especially that will make some progress on uh this uh this small task that is putting people in our new rooms. Uh I hope you had fun in uh well, designing something or uh asking the people about their preferences and uh things like this. So yeah, thats what I was talking about. Its for womens shirts. Um So um well, I think you remember all the constraints and the new settings. I think youll be more and more used to it as, as soon as we move. So we have these one person, two person and three person rooms. Um And so that makes I think 18 places and we had about 15 people and some uh spare uh spare, well working places to to put um may I first uh provide the answers to the, the questions from the last time?  And I also
 checked with uh Maggie and"
3,1.307166667,1.320333333,spk_1,"Oh, great."
4,1.3215,2.6745,spk_0,"Yeah, so that will be part of the, your uh your solution or suggestions, the solution. But regarding the constraints, um there is no immediate plan to, to make separations between the rooms. So that means basically what we have to do with this setting. And uh its, its quite difficult to make new doors and new walls. So I think we shouldnt count on them in the next uh four years maybe. And they dont want us to sh, I mean, they dont want to provide an extra working space for Gisela with the other a, the admins which we could understand because its sort of full over there. But uh a t least thats what they said. So it seems we, uh, yeah, they, well, we cannot change the habits of the whole school just for us though. It wouldnt be a bad thing maybe. But, um, well see so regarding the possibility to put four people in one of the 23 person rooms. Um, well, its not very easy. Well have to play uh quite uh quite wisely with the furnishing it. It looks like its not impossible. A t least on the one that is a bit uh longer on, on the right. So, uh the one here, it should be possible to put four persons. If we could avoid it, it would much simplify things. But uh my"
5,2.682333333,2.7625,spk_2,"question is, is it, is it  against the regulation, security regulation?
 No,"
6,2.770983333,2.78115,spk_0," no,
 no."
7,2.789816667,2.861316667,spk_1,"And I, and I went over and I looked a t that room too. Theres plenty of space for four people."
8,2.870833333,3.15665,spk_0,"Yeah, I think, yeah, its more a matter of how to arrange the furniture. But uh, since we a re experts, a t this task, uh okay. So maybe we could count on, on four places, but the final decision is not really ours. So, um,  well see actually that would be
 fine if this one of the person is 50%."
9,3.159816667,3.169333333,spk_3,So for exa
10,3.171166667,3.48815,spk_0,"m exactly or one of the intern positions, the people who might come something like that. Um Okay, so these were the um the answers. So actually I, I did my uh my proposal as a slide. Would you like me to start or would you like me to end it?"
11,3.516666667,3.91865,spk_1,"Complete? Uh I talked both with Maggie and Pierre and both of them were happy to share offices. They have no problem with some. Uh theyre, theyre easy but uh could be uh as Pierre has right now that she could, shes happy to continue to share with Marian and Maggie for example, to share with uh it could be with Bruno because they work on the Swiss  together and they like to gossip together. So,
 yeah."
12,3.949,5.819333333,spk_0,"Okay. Then let me um explain very briefly, the, the rationale for, for this. So its the sa me uh schema that, you know, in red you have the uh uh oh excuse me. Thats quite uh annoying. Excuse me. Um Hello. Oh, yeah. Um Can, can I call you a bit later in about half an hour? Im just in the middle of a meeting and Im talking. Oh, okay. Thank you. Bye bye. Um Sorry for this. Fortunately we were just uh the four of us. Um Okay, so let me get back to, to the proposal after a brief interruption. Um So the NA Mes A rein red now. Um well, one of the reasons a t least for me for doing this was to more or less group people uh with within projects because I, I think that sometimes they, they just discuss together and uh its easier if theyre in the SA ME office and um which is quite happy. Actually, I, I also thought that some professors might enjoy or a t least uh dont, dont say anything about being with their assistant. So I was happy to hear Susan um saying that Maggie and Bruno could go on well together and Pierrette and uh Marian Inin the Sa Me office. Um So what I can say is uh that I also understood that Susan would be rather in favour of uh well having her own office. So uh its, its, its working like this. I put the lounge in the middle. Its also one of the rooms with the fewer uh the fewest uh windows. So I think thats not a problem because youre not going to just stay there and stare outside. Uh But its, its nicer to have a nicer view from your office. I guess"
13,5.823816667,5.866666667,spk_2,putting the printer in the lounge is just killing the lounge.
14,5.880333333,5.95865,spk_0,"I dont know. Yeah. Maybe I thought in an angle but thats obviously not very,"
15,5.96865,6.018833333,spk_2,"you a re printing all the time.  Yeah. Why
 not put the printer out in the"
16,6.020833333,6.098166667,spk_1," hallway? Okay.
 And so next to the photocopy, maybe it wouldnt be a bad place here."
17,6.102483333,7.346316667,spk_0," Is there
 any space there for photocopy and printer? Yeah, well have to check the, yeah, but the printer is quite small. If we find, find just a small table for it. M maybe, maybe one day well have a photocopy that is also a printer. So okay. But I, I wouldnt s well insist on this, I think. Okay. So the printer will, will remove it if we work from this uh this solution. So um im two is more or less in the upper left side. Um I said more or less um uh upper uh lower left side uh you have Swiss and Parmenides. So the two projects from the list and then me SLT on the on the right side, maybe not a ve a very good solution for G if you can suggest something uh better because shes with two people who uh well, two phd students and its true that she has, yeah, a lot of phone calls to make. But um its some way to, to solve some constraints. I think this is a very open thing. Uh If you want, we can use this document or we could just say first listen to your suggestions and see if we erase everything or just do some modifications using"
18,7.358816667,7.437166667,spk_1,question. Whats the justification for giving Nancy her own office?
19,7.453483333,7.800483333,spk_0,"Um Yeah, maybe not a very strong one. And I, maybe you a re you have better suggestions. Um It was, I think, sort of one of the uh places they re that remain. And I, I think, yeah, there is no strong constraint and uh well, shes a smoker but the policy is that we dont smoke. So its even better if shes uh with a second person, I"
